,item,categories,description,title,price,brand,salesRank,item_id
2900,B0034J2DN6,[['Baby']],"Take your Picnic Pal Blankie for a friend on the go. Snuggle and play with their soft 100% organic cotton bodies, silk noses and hypoallergenic filling.","Apple Park Picnic Pal Organic 15&quot; x 12&quot; Blankie, Ducky",19.99,Apple Park,,2900
2901,B0034JHD5Y,[['Baby']],"The Beaba Soft Plate Set includes 3 plastic plates that have a slip-resistant base which is perfect for those early feedings and for children learning to self-feed. The plates stack for easy storage and are dishwasher safe.BPA, PVC and Phthalate FreeThe plates stack for easy storageDishwasher safeMicrowave safePerfectly proportioned for child-sized mealsProduct Dimensions: 9.5 in diameter x 1in HMaterials: polypropylene (PP) and elastomer (SEBS)Founded in 1989 and headquartered in France, Beaba is revolutionizing the traditional infant market by offering today's parents a range of conceptually and technically innovative products, including the groundbreaking Babycook, the Original Babyfood Maker. Their mission is to listen to what parents want and ensure that safety, functionality and ergonomics are the forefront of the priority list when it comes to babies' well being.","Beaba Soft Plate Set - Stackable with Slip Resistant Base, Set of 3",23.95,,,2901
2902,B0034JHDHM,[['Baby']],Safety 1st cradle cap care includes unique tools to help you gently and effectively treat your baby's cradle cap. Use the dual-sided mitt to apply and rub in shampoo or baby oil. Then use the 2-in-1 brush and comb to remove the cradle cap.,Safety 1st Cradle Cap Care Tools,5.95,Safety 1st,,2902
2903,B0034JIM22,[['Baby']],"Perfect for little hands learning to self-feed Set includes six spoons and four forks in assorted colors BPA-free, pthalate-free and PVC-free Polypropylene with Rubber Grip Dishwasher safe",Beaba Spoon and Fork Multi-pack,24.95,Beaba,,2903
2904,B0034KQ8JA,[['Baby']],"This paisley storage caddy by Trend Lab is great for all your storage needs! Removable T shaped center separator buttons in and out for versatility. Caddy contains eight outer pockets and is approximately 11 1/4"" tall x 13"" wide x 9"" deep. Product use is diaper caddy which would hold diapers, wipes and more or as a craft caddy for all your scrapbooking tools.","Trend Lab Dr Seuss Storage Caddy, ABC",24.55,Trend Lab,,2904
2905,B0034L00OS,[['Baby']],"Providing parents with all the modern amenities to accommodate a quick trip to the store or a stylish stroll in the park, the G-LUXE is designed to simplify the day-to-day activities of busy parents. The G-LUXE offers a smooth ride and versatile features including a retractable canopy and reclining seat to help keep baby safe and happy.","UPPAbaby G-Luxe Stroller, Black/Jake",221.17,,,2905
2906,B0034L00SE,[['Baby']],Clear visibility- baby can see out and parents can see in.,"UPPAbaby Vista Bassinet Rain Cover, Clear",19.99,UPPAbaby,,2906
2907,B0034L00UC,[['Baby']],"Eco-inspired blend of organic soybean and cotton is wholesome, and hygienic for your baby's skin.","UPPAbaby Vista Bassinet Organic Mattress Cover, Cream",14.99,UPPAbaby,,2907
2908,B0034MW7XE,[['Baby']],"Shake it up with the Klick-Klack Rattling Figure from HABA! Made in Germany from sustainable beech wood, this innovative rattle is both environmentally friendly and durable. With your child's safety in mind, we only use a non-toxic, water-based stain on our toys to give them the bright, vibrant colors that kids around the world have come to love. The wooden parts click together when shaken or swung around, making a fun rattling sound to delight your child. The Klick-Klack is recommended for ages 6 months and up. It measures approximately 3.75"" by 2"". Clean the HABA Klick-Klack wooden rattle easily by simply wiping with a slightly damp cloth.",HABA Klick-Klack Rattling Figure,9.49,Haba,,2908
2909,B0034UGFB6,[['Baby']],"These machine washable, waterproof bags are perfect for carrying your wet and dirty items. Planet Wise wet bags are innovatively sewn with hidden, sealed seams for no leaking. Planet Wise wet bags also resist most odors and stains, keeping smells in. Available in three sizes: small-7.5""x 10"", medium-12.5""x 16"" and large-17"" x 21"". Large size comes with snap handle.","Planet Wise Wet Diaper Bag, Black, Small",9.5,Planet Wise,,2909
2910,B0034XQXB0,[['Baby']],"The Jeep Overland Limited Jogging Stroller stands out in front of its competition with the iBaby Sound System. Both you and your baby can listen to music as you run. Simply attach your own portable audio electronics, like an iPod, and go! This Jeep jogger stroller has a front fixed wheel for better handling when jogging. The 16 inch air filled tires provide a smooth ride for mom and baby. This Jeep jogging stroller has a child tray with a cup holder. Mom has all of her jogging essentials within reach: dual cup holder, music, speed and distance odometer, and most importantly, her baby.","Jeep Overland Limited Jogging Stroller with Front Fixed Wheel, Fierce",175.0,Jeep,,2910
2911,B0034ZFYGS,[['Baby']],"Chan Pie Gnoncomes from the French word champignon, which means mushroom. Chan (blue), Pie (pink), and Gnon (green) are adorably mushroom-shaped soft chew toys. Each sold separately. Proudly handmade in the French Alps with the finest rubber (phthalate-free) and food quality paints.",Vulli Chan Pie Gnon Blue Teether - Set of 2,26.51,Vulli,,2911
2912,B00352M1RA,[['Baby']],"MAM original 2 and months orthodontic pacifiers have been developed in cooperation with the International Children Medical Research Society and are recommended most by dentists and orthodontists. MAM's patented silk nipple is silicone with a difference: it's silky soft. No other silicone feels softer. A curved shield with air holes and MAM's unique inside surface for maximum comfort. To add a lovely detailed touch, the colors and motifs are adapted to reflect the baby's age. MAM pacifiers are always in the right position. For baby's 2 and months. Includes 2 BPA free pacifiers. It comes in pink, green, yellow or blue.","MAM 2 Pack Original Silicone Pacifier, 0-6 Months, Colors May Vary",5.94,MAM,,2912
2913,B00354B480,[['Baby']],"A smart, sophisticated look for the discerning parent. Easy, single-handed fold with convenient carry handle weighing just 14.2 pounds. The Maclaren techno XT is suitable from birth. Equipped with soft cosseting seat, shoulder pads and 4-position fully-reclining seat. Ergonomically shaped, 3-position adjustable molded handles. 6"" alloy-style wheels with self-aligning front swivel unit, front and rear suspension and rear foot brake. Sovereign lifetime warranty, phthalate free, lead free.","Maclaren Techno XT Stroller, Black On Black Frame",349.99,Maclaren,,2913
2914,B00354WPYM,[['Baby']],"Simplisse disposable breast pads give a natural, seamless layer of confidence for every breastfeeding mom. They effectively absorb nipple moisture and prevent leakage through clothing. Its super-thin design (two times thinner than other pads) prevents unsightly bulkiness. They are designed and constructed with 3 special layers-no saps (chemical polymers), all materials biodegradable. The comfortable pads seamlessly contour to natural shape of bra and therefore do not require any sticky adhesive. One size fits all &#x2013; perfect for moms on the go. Made in the United States.","Dr. Brown's Disposable Breast Pads, 60 Count",10.99,Dr. Brown&#39;s,,2914
2915,B003553WES,[['Baby']],"The Dream On Me ""Mission Collection"" Style toddler bed is tastefully designed to emphasize simple horizontal and vertical lines and flat panels. Designed low to the floor for your toddler's ease of getting in and out of bed, featuring two safety guard rails and a beautiful non-toxic finish. The perfect transition&#xA0;for&#xA0;toddlers who have outgrown their cribs but are still too small for an adult bed. This bed takes a standard Dream On Me crib mattress (sold separately). Comes complete with all tools necessary for easy assembly.","Dream On Me Mission Collection Style Toddler Bed, Cherry",69.99,Dream On Me,,2915
2916,B003554HUQ,[['Baby']],"The body support by JJ Cole is the most stylish, complete head and body support on the market. This reversible support has soft velour on one side and a breathable embroidered knit on the other, providing comfort to baby in any season. The head support is adjustable and detachable, which accommodates baby's growth.","JJ Cole Collections Body Support, Graphite, 0-8 Months",17.0,JJ Cole,,2916
2917,B003554HXS,[['Baby']],"Protect your baby's delicate head and neck with this stylish, complete head and body support. Its two separate pieces are designed to grow with your baby, from preemie/newborn to infant sizes. Featuring soft velour and breathable embroidered knit fabrics for added comfort and style.","JJ Cole Collections Head Support, Graphite, 0-8 Months",13.75,JJ Cole,,2917
2918,B0035EQKG6,[['Baby']],"Brought to you by Aden + Anais and Pinzon, our swaddles are the ultimate in breathability and softness. The fabric's light, open weave allows a baby's body temperature to regulate itself naturally in order to prevent overheating. Muslin has the unique characteristic of allowing a swaddled baby to stay cool in the summer, while still offering warmth in the winter, and the more you wash it, the softer it gets. Each swaddling wrap measures 47/47"" in size and allows new and seasoned moms alike to swaddle any size baby with ease. It is more traditionally used as a swaddling wrap. Aden and Anais wraps are also useful as burp cloths, nursing shields, stroller covers to protect from sun, cold, wind or insects, portable crib sheets, stroller and car seat liners, tummy time blankets, change table covers, and more.","Pinzon Baby by aden + anais Muslin Swaddle Blanket 4 Pack, Rocket Man",34.95,,,2918
2919,B0035ER4TS,[['Baby']],"Munchkin's Flexible Dishwasher Basket is the perfect size to fit all your accessories. The basket can lay flat on the dishwasher pegs or can be placed in between them. The racks are removable and the mesh not only expands to make even more room, but also allows water to flow through for thorough cleaning. The Flexible Dishwasher Basket conveniently holds nipples, lids, valves, straws, and utensils so you can focus on chasing the kids around the house rather than chasing accessories around in the dishwasher - it's the little things.","Munchkin Flexible Dishwasher Basket, Colors May Vary",3.32,,,2919
2920,B0035ER4WA,[['Baby']],Munchkin's Pacifier Clip is a stylish and convenient way to keep baby's pacifier handy. The BPA Free clip is easy to use and fIt is most pacifiers - it's the little things.,"Munchkin Pacifier Clip, Colors May Vary",12.95,,,2920
2921,B0035ER4WU,[['Baby']],Munchkin's Multi Cups are the perfect tool to help toddlers transition to regular cups. These BPA Free cups have a wide base for extra stability and are designed for small hands. The fun fish design will delight little ones and being able to put them on the top rack of the dishwasher will delight mom - it's the little things.,Munchkin Five Multi Cups,5.15,Munchkin,,2921
2922,B0035ER58I,[['Baby']],,"Munchkin Arm and Hammer Nursery Fresheners, 5 Pack, Lavender or Citrus",3.56,Munchkin,,2922
2923,B0035ER592,[['Baby']],Munchkin's Designer Diaper Change Kit is perfect for stylish moms on the go. The compact kit has an expandable mesh pocket that holds up to 4 large diapers and includes a wipes case - it's the little things.,"Munchkin Designer Diaper Change Kit, Colors May Vary",15.95,Munchkin,,2923
2924,B0035ER5A6,[['Baby']],The Baby Laundry Bag by Munchkin features light and dark zippered compartments that help you to sort baby's laundry. The compartments can be zipped apart and adjustable snaps offer multiple hanging options.,Munchkin Baby Laundry Bag,10.78,,,2924
2925,B0035ER5CY,[['Baby']],The Sesame Street Teething Book by Munchkin encourages visual development with bright colors and textures. Multi-textured surfaces and crinkly paper delight baby and the teething corners help soothe sore gums. A bonus ring for easy attachment.,Sesame Street Teething Book,5.2,Sesame Street,,2925
2926,B0035ER5D8,[['Baby']],The Sesame Street Teething Blanket by Munchkin encourages visual development with bright colors and textures. Multi-textured surfaces and crinkly paper delight baby and the teething corners help soothe sore gums.,Sesame Street Teething Baby Blanket,9.11,,,2926
2927,B0035ER5DS,[['Baby']],"The Sesame Street Teether Baby by Munchkin is a rattle, toy, and plush in one. The multi-textured surfaces help soothe baby's gums and the bonus ring easily attaches to a diaper bag or stroller. Machine washable and BPA free.",Sesame Street Teether Baby Rattle Toy,8.79,Sesame Street,,2927
2928,B0035ER8F8,[['Baby']],"The Dream On Me Classic 2 In 1 crib is a beautiful addition to any nursery. It features a stationary (non drop side) rail design which provides the utmost in product safety. It's dual safety hooded, locking wheels and multi position mattress support come standard. This crib easily converts to a day bed and takes a standard size Dream On Me mattress, sold separately. All tools for assembly included. Made of Pinewood.","Dream On Me Classic 2 in 1 Convertible Stationary Side Crib, Cherry",109.0,Dream On Me,,2928
2929,B0035ER8IU,[['Baby']],"The Dream On Me, 2-in-1 lightweight portable folding crib, features unique hinges that allow the crib to fold flat for compact storage or travel and stationary (non drop side) rail design which provides the utmost in product safety. Made of solid Pine and having a beautiful Non-toxic finish, this portable crib has safety hooded, locking wheels and can be converted from crib to playpen with one hand. Weighing only 32 pounds, this crib is easy to maneuver and handle. 1"" Mattress pad and all tools for easy assembly included.","Dream On Me 2 in 1 Lightweight Folding Portable Stationary Side Crib, Cherry",99.98,Dream On Me,,2929
2930,B0035ER8KS,[['Baby']],"The Dream On Me, 2-in-1 portable folding crib, features a United States Patented rail system for ease in converting crib to playpen with one hand. The unique hinges allow the crib to fold flat for compact storage or travel. Included is the stationary (non drop side) rail design which provides the utmost in product safety. Made of solid Pine and having a beautiful Non-toxic finish, this portable crib is one of the most convenient portable cribs on the market. 1"" Mattress pad and all tools for easy assembly included.","Dream On Me 2 in 1 Portable Folding Stationary Side Crib, Cherry",113.41,Dream On Me,,2930
2931,B0035ER8MG,[['Baby']],"The Dream On Me, 3-in-1, Folding, Portable Crib is the only 3 level portable crib available. The United States patented rail design easily converts crib to a changing station or playpen in seconds. Easy to assemble, one hand folding for flat, compact storage. Features include stationary (non drop side) rail system which provides the utmost in product safety and dual hooded, locking wheels. Made of Pine and available in 6 Non toxic finishes. 1"" Mattress pad and all tools for easy assembly included.","Dream On Me 3 in 1 Portable Folding Stationary Side Crib, Cherry",145.0,Dream On Me,,2931
2932,B0035EREIY,[['Baby']],Fast flow straw keeps liquid away from developing front teeth. Patented Snap-on lids prevent leaks. Artwork has been designed to allow parent to see how much drink is left. BPA FREE. Dishwasher Safe. 3 pack.,"The First Years 3 Pack ABC Fun Take &amp; Toss Straw Cup, Colors May Vary",16.99,The First Years,,2932
2933,B0035HS4YO,[['Baby']],"Angel Dear uses the softest material along with fun designs to make these affordable baby blankets. These fun animal characters are attached to a security blanket, which will help calm and soothe your child. Angel Dear baby blankies will make a great companion for your little one. They are the perfect size for the crib, traveling, and sleeptime. Machine Washable. Style: Pink Giraffe Fabric: Cashmere Soft Polyester",Angel Dear Giraffe Blankie - Pink,11.97,Angel Dear,,2933
2934,B0035JL90S,[['Baby']],Small / 14 -19 pounds. Durable waterproof nylon with soft spandex waist and leg openings provide maximum comfort. 2 pairs per pack Machine Washable .,"Dappi Waterproof 100% Nylon Diaper Pants, 2 Pack, White, Small",6.99,Dappi,,2934
2935,B0035JL926,[['Baby']],"Newborn / up to 13 pounds. Waterproof vinyl prevents accidents, and soft spandex waist and elastic leg openings provide maximum comfort. 3 pairs per pack. Machine washable.","Dappi Waterproof 100% Vinyl Diaper Pants, 3Pack, White, Newborn",5.29,Dappi,,2935
2936,B0035JL944,[['Baby']],"Medium fits 13-24 pounds. 100% cotton inner and back layer, double thick rayon/polyester felt middle layer, soft elastic at leg offers the best of comfort and durability for the most comfortable fit for your active little one. Velcro Fasteners for a snug adjustable fit . Machine Washable","Dappi Pinless Contoured Cloth Diaper, White, Medium",3.95,Dappi,,2936
2937,B0035JL9Q2,[['Baby']],"Fits perfectly with cloth diapers for maximum absorbency. One size fits all. 100% Cotton top and back layer, double thick rayon/polyester felt middle layer. Machine washable, 3 pieces per pack.","Dappi Diaper Doublers, White",4.99,,,2937
2938,B0035LLG2W,[['Baby']],Dr. Brown's Deluxe Bottle Warmer fits ALL Dr. Brown's baby bottles and food jars. Refillable water chamber warms several bottles before needing refilling. The LCD Control Panel is easy to read and operate. It has an audible alarm with flashing LCD when warming cycle is complete. The one-button start function warms bottle quickly. There is a cycle memory to repeat preferred heating time. It is easy to adjust heating time if needed for different size bottles.,Dr. Brown's Bottle Warmer,33.83,Dr. Brown&#39;s,,2938
2939,B0035LQNNE,[['Baby']],"The Dr. Brown's Natural Flow Microwave Steam Sterilizer Bags sterilizes parts from Dr. Brown's baby bottles, eliminating 99.9% of most household bacteria and germs. They are designed to fit all Dr. Brown's baby bottle parts, and they are perfect for steam cleaning while on&#x2010;the&#x2010;go or while traveling. Five sterilizer bags come to a pack, and each bag is reusable &#x2013; up to 20 times. This offers moms 100 uses per retail pack.",Dr. Brown's Microwave Steam Sterilizer Bags,3.36,Dr. Brown&#39;s,,2939
2940,B0035LSPXU,[['Baby']],"The Dr. Brown's Training Cups feature a Sip Activated Valve that is only activated by baby's mouth when drinking; there is no mess when baby is not drinking from this spill proof cup. All parts in Dr. Brown's Trainer Cup System are interchangeable. The unique soft spout helps babies transition from bottle to cup. Cups are BPA free and dishwasher safe (top rack only). Contents include: 9oz/270ml cup, sip activated valve, soft spout cap, removable handles, protective lid and instructions. Available in Blue or Pink.","Dr. Brown's Soft Spout Deco Training Cup, 9 Ounce, Colors may vary",9.85,Dr. Brown&#39;s,,2940
2941,B0035RQF4K,[['Baby']],Keep curious children out of side-by-side cabinets with the ProGrade Cabinet Lock by Safety 1st.,Safety 1st Prograde Cabinet Lock,29.33,,,2941
2942,B0035RQF54,[['Baby']],Easily restrict children's access to out-of-bounds areas with the ProGrade No Drill Top of Door Lock.&#xA0; The lock clamps easily to the door and also features a special retractable guard to help prevent pinched fingers.,Safety 1st Prograde No Drill Top Of Door Lock,14.71,Safety 1st,,2942
2943,B0035RQF7M,[['Baby']],Attach this childproofing aid to household doors to help prevent your children from accidentally pinching their fingers.,"Safety 1st Finger Pinch Guard, 2 Pack",11.99,,,2943
2944,B0035RQF8G,[['Baby']],The Grip 'n Twist Door Knob Covers help keep little ones from entering parent-only rooms. Their sleek modern design blends in with any home d&#xE9;cor.,"Safety 1st Grip N Twist Door Know Covers, 3 Pack",1.6,Safety 1st,,2944
2945,B0035RQTUA,[['Baby']],"The Safety 1st Travel Ease Elite Play Yard makes traveling a breeze for you and your child. The compact folding design allows you to easily take it from the nursery to the living room. This Elite play yard includes a removable toy bar with 3 fun toys to amuse your little one. With an elevated, easy-reach changing table, storage shelf and full-size bassinet, it has all the options you want in a play yard including an elegant style.","Safety 1st Travel Ease Elite Play Yard, Orion",9.99,,,2945
2946,B0035RQV6M,[['Baby']],"The Cosco Umbrella Stroller is a convenient, lightweight easy-fold stroller for parents on the go. An easy scissor-fold provides quick opening and closing. The 3-point harness system helps keep children safe and secure while the 4"" front and rear wheels make the stroller easy to maneuver. The rear wheels lock for safety. This stroller can be used for children approximately 6 months of age and up to a maximum weight of 40 pounds.","Cosco Umbrella Stroller, Butterfly Dreams",19.99,,,2946
2947,B0035UWJBU,[['Baby']],"With this cigarette lighter adapter made for use in the car, you can pump even when you're away from home. The three-foot cord gives you plenty of room to make yourself comfortable.",Medela Symphony Breastpump Vehicle Lighter Adapter,19.72,Medela,,2947
2948,B00361B2CA,[['Baby']],"Welcome to the wonderful world of Hoppop. Where beautifully designed, comfortable baby and toddler products make you wish you were little again. Hoppop products are created with an eye for beauty, a dedication to quality, a passion for design and a devotion to meaningful innovation. The Bato Baby Bath is easy to clean and has high supportive sides","Hoppop Bato Bath Tub, Lime",41.94,,,2948
2949,B00361FKWI,[['Baby']],"Wherever you roam, central park is ready for the beach, park or playtime at home. Once you reach your destination, it unfolds into a spacious 5' x 5' water resistant blanket, keeping everyone's picnic clean and dry. This versatile blanket features an insulated cooler bag to chill snacks and drinks; there's even room for mom and dad's essentials. Detach the cooler bag and it's a compact messenger for quick trips to the ice cream stand.","Skip Hop Central Park Outdoor Blanket, Chevron",58.05,Skip Hop,,2949
2950,B00361YZ42,[['Baby']],"You will be receiving a PACKAGED sponge with instructions. The Natural Sea Silk Sponge is the softest sponge in the world! Incredibly gentle and absorbent, it is the perfect choice for bathing newborns and babies. Hand picked for size and quality, the natural silk sponge creates a luxuriant lather with just a drop of baby wash or soap. This allows for one hand on baby and one hand on sponge, super easy and efficient bathing! Unlike synthetic sponges and washcloths, the natural sea sponge naturally inhibits the growth of bacteria and is sustainably harvested from a renewable resource.",Baby Bath Natural Sea Sponge,9.95,,,2950
2951,B00363H1MS,[['Baby']],"Simplisse 60 count lanolin-free nipple wipes relieve and nourish the skin and creates a cooling sensation on contact. Wipes are all natural, hypoallergenic and paraben free. There is no added fragrance and the wipes have a light natural scent. They are safe for mom and baby. Made in the United States.","Simplisse Nipple Wipes, 60-Count",5.32,,,2951
2952,B00363H1ZU,[['Baby']],4-pack Simplisse breastmilk collection bottles hold four ounces and can be used on the Simplisse manual breastfeeding companion or for breastmilk storage. Bottles are BPA free and marked to measure milk volume. Bottles come with storage caps and can be stored in the refrigerator or freezer. Dishwasher and sterilizer safe.,"Dr. Brown's Breastmilk Collection Bottles, 4 Pack",8.59,Dr. Brown&#39;s,,2952
2953,B00365E5HU,[['Baby']],"The Dr. Brown's Training Cups feature a Sip&#8208;Activated Valve that is only activated by baby's mouth when drinking; there is no mess when baby is not drinking from this spill&#8208;proof cup. All parts in Dr. Brown's Trainer Cup System are interchangeable and come in mixed colors of bright yellow, purple, green, blue and berry pink. The unique soft spout helps babies transition from bottle to cup. Cups are BPA free and dishwasher safe (top rack only). Contents include: 6 ounce/180ml cup, sip&#8208;activated valve, soft&#8208;spout cap, removable handles, protective lid and instructions.","Dr. Brown's Soft Spout Training Cup, 6 Ounce, Colors May Vary",1.5,Dr. Brown&#39;s,,2953
2954,B00365E5IY,[['Baby']],"The Dr. Brown's Formula Caddy is great for travel and on&#x2010;the&#x2010;go feedings. Three internal compartments in the caddy each hold enough formula to prepare an 8 ounce/ 240 ml bottle. The spout top can be inverted to function like a funnel when pouring formula into the caddy, and the pour spout fits the neck of any size baby bottle for no&#x2010;mess pours. The slim design of the formula caddy fits better in diaper bags and strollers, so it is easy to carry along anywhere mom goes. The two&#x2010;piece design is top&#x2010;rack dishwasher safe. The Dr. Brown's Formula Caddy is BPA Free and made in the United States.","Dr. Brown's Formula Caddy Bottle, 8 Ounce",5.84,Dr. Brown&#39;s,,2954
2955,B00365L3VG,[['Baby']],"Welcome to the wonderful world of Hoppop. Where beautifully designed, comfortable baby and toddler products make you wish you were little again. Hoppop products are created with an eye for beauty, a dedication to quality, a passion for design and a devotion to meaningful innovation. The Monty Step Stool is a practical bathroom tool to help little ones master toilet training and hand washing. It features ultra grip feet and stepping surface and is compact, lightweight, and easy to store.","Hoppop Monty Step Stool, Fuchsia",24.99,Hoppop,,2955
2956,B00367PUG8,[['Baby']],Dolcino Woven Baby Wrap uses 100% cotton and non-toxic dyes. The wrap is woven lengthwise and crosswise to create diagonal elasticity for support.,"Dolcino Woven Wrap, Kuba, Medium",125.0,Dolcino,,2956
2957,B00368CJ0W,[['Baby']],"The award-winning Snuzzler provides the ideal support for baby's back and head, adjusting upward as baby grows. The unique contours work well with all harness systems and the Snuzzler transfers easily to provide support for baby in car seats, strollers, jogging stroller and swings. With padding only on the sides, not behind baby, the Snuzzler does not interfere with the safety of car seat harnesses. The Snuzzler reverses from plush velboa to smooth woven fabric for two distinct looks.","Summer Infant Snuzzler Velboa for Head and Body Support, Chocolate",11.8,,,2957
2958,B00368CLXW,[['Baby']],,"Summer Infant Elite DuoMat for Car Seat, Black",26.0,Summer Infant,,2958
2959,B0036DI2TY,[['Baby']],"Charlie is made from faux leather (PVC free) and features our custom hardware in an antique brass finish. Charlie comes with many functional and fashionable accessories and features:A cross body, adjustable detachable strap so you can wear it hands free whenever you need to; Our specially designed changing pad with a front mesh pocket where you can store your diapers, wipes and creams when you need to make a quick diaper change trip; A zippered sac to put away soiled clothes;  A stylish clutch that you can use as your purse (who wants to carry a purse and a bebe bag?) with interior credit card slots and an inside zipper pocket; An insulated bottle tote to keep your baby&#x2019;s bottles warm or cool; Matching stroller straps so you can hang your bebe bag from your stroller; Water resistant, light colored lining so you can easily see everything in your bag; Two exterior pockets; Six interior organizational pockets; Inside key fob &#x2013; never lose your keys.","timi &amp; leslie Charlie 7-Piece Diaper Bag Set, Light Brown",159.99,timi &amp; leslie,,2959
2960,B0036DM37G,[['Baby']],"At 1.35 lbs. (2.25 lbs. including accessories), the Marie Antoinette tote is among the lightest weight designer diaper bags on the market!  It also tote makes every mom look stylish.  Made in a lightweight quilted nylon it features our custom hardware in an antique brass finish.  Marie Antoinette comes with many functional and fashionable accessories and features: a cross body, adjustable detachable strap so you can wear it hands free whenever you need to; Our specially designed changing pad with a front mesh pocket where you can store your diapers, wipes and creams when you need to make a quick diaper change trip; A zippered sac to put away soiled clothes;  A stylish clutch that you can use as your purse (who wants to carry a purse and a bebe bag?) with interior credit card slots and an inside zipper pocket; An insulated bottle tote to keep your baby&#x2019;s bottles warm or cool; Matching stroller straps so you can hang your bebe bag from your stroller; Water resistant, light colored lining so you can easily see everything in your bag; Two exterior side pockets; Six interior organizational pockets; Inside key fob &#x2013; never lose your keys!","timi &amp; leslie Marie Antoinette 7-Piece Diaper Bag Set, Black",169.0,timi &amp; leslie,,2960
2961,B0036DO6J4,[['Baby']],"Hannah bag made from faux leather (PVC free) and features our custom hardware in an antique brass finish. Hannah comes with many functional and fashionable accessories and features: A cross body, adjustable detachable strap so you can wear it hands free whenever you need to; Our specially designed changing pad with a front mesh pocket where you can store your diapers, wipes and creams when you need to make a quick diaper change trip; A stylish clutch that you can use as your purse (who wants to carry a purse and a bebe bag?) with interior credit card slots and an inside zipper pocket; An insulated bottle tote to keep your baby&#x2019;s bottles warm or cool; Matching stroller straps so you can hang your bebe bag from your stroller; A zippered sac to put away soiled clothes; Water resistant, light colored lining so you can easily see everything in your bag;  Two exterior side pockets; Six interior organizational pockets; Inside key fob &#x2013; never lose your keys.","timi &amp; leslie Hannah 7-Piece Diaper Bag Set, Pewter",148.99,timi &amp; leslie,,2961
2962,B0036LMH5Q,[['Baby']],"3 in 1 design: face-in, face-out and back carrier suited for 8-35 pounds. Buckle-free - just wrap, tie and go! Natural bucket seat. Easily adjusts for perfect fit. Wide and comfortable padded straps. Super soft and breathable.","Infantino Wrap and Tie Baby Carrier, Black Blueberries",24.99,,,2962
2963,B0036MEL22,[['Baby']],"My First Green Toys are manufactured and assembled in California from 100% post-consumer milk jugs, and contains no BPA, phthalates or PVC. This is part of a new line of safe products for younger kids. These BPA free feeding products meet the FDA standards for food contact, and are dishwasher safe. This set includes 8 feeding spoons.",Green Toys BPA-Free Feeding Spoon,14.99,,,2963
2964,B0036MEL2C,[['Baby']],"My First Green Toys are manufactured and assembled in California from 100% post-consumer milk jugs, and contains no BPA, phthalates or PVC. This is part of a new line of safe products for younger kids. These BPA free feeding products meet the FDA standards for food contact, and are dishwasher safe. This set includes 4 feeding spoons and 4 feeding forks.",Green Toys BPA-Free Feeding Spoon/Fork,4.95,Green Toys,,2964
2965,B0036OROGK,[['Baby']],"A beautiful springy print, growing flowers on a brown background on brown straps, the best selling Theresa  FreeHand Mei Tai Baby Carrier helps you keep your baby close and your hands free. The FreeHand Mei Tai borrows its design from a traditional Asian style Baby Carrier that has been used for centuries.  The tie on design allows for parents and babies of all sizes to be comfortable and secure. One size fits all, and can be used with a newborn or a toddler comfortably.  The FreeHand can be worn on your front, back or hip. Sometimes you just need a free hand.","FreeHand Mei Tai Baby Carrier, Theresa",62.95,,,2965
2966,B0036QV93C,[['Baby']],"Easily lift solid waste out of any cloth diaper by using our biodegradable, flushable liner. 100% viscose fiber content. Not recommended to flush in sensitive, ejector, or septic plumbing systems.",CuteyBaby 6 Pack Biodegradable Diaper Liners,32.99,CuteyBaby,,2966
2967,B0036WNB50,[['Baby']],"For parents looking for the ultimate stylish color video monitor that allows them to view baby both day and night there's the sleek and secure handheld color video monitor from Summer Infant. It's small, sleek and stylish design makes parents feel like their watching their little one on their cell phone. It's today's most sought after baby monitor and gives parents the reassurance they need by allowing them to hear and see baby.","Summer Infant Sleek and Secure Handheld Color Video Monitor, Grey",97.2,,,2967
2968,B0036WSX2Q,[['Baby']],A must have item to Organize all of your child's essentials while keeping your car neat and tidy with Jeep's Back Seat Organizer. The Back Seat Organizer includes two bottle pockets and four extra large storage pockets for baby's favorite things. It fits over most car seat backs.,Jeep Backseat Organizer,10.84,Jeep,,2968
2969,B0036Z3DDC,[['Baby']],"KinderGlo night lights provide soft light to help ease, calm and comfort at bedtime, but are also soft, cuddly animal shapes that will become your child's new bedtime best friend. These LED, rechargeable night lights are made of a non-toxic plastic that won't ever get hot to the touch, meaning your kid can safely keep these in their bed with them all night. Let your kids pick their favorite shape and then watch them play with the different colored light options as bedtime becomes just a little bit easier.","Kinderglo Portable Fun and Safe Rechargeable Night Light, Quarter Moon",24.95,KinderGlo,,2969
2970,B0036ZZQM8,[['Baby']],"The Large Tub Guard helps make bath time more comfortable for parents. Place this soft cushion on the side of tub to cushion elbows during baby's bath time. 33 1/4"" long x 5 1/4"" wide x 5 1/4"" tall. Non-toxic padded vinyl material. Use with Tub Guard Kneeling Pad which is sold separately.",Large Tub Guard,42.95,Joy Safety Products,,2970
